OTUID,Kingdom,Phylum,Class,Order,Family,Genus,Species,,
OTU_2430,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__Clostridium_sp._Marseille-P3244,s__Clostridium_sp._Marseille-P3244,
OTU_2431,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__Clostridium_sp._MDA2315,s__Clostridium_sp._MDA2315,
OTU_2432,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__Clostridium_sp._mt5,s__Clostridium_sp._mt5,
OTU_2433,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__Clostridium_sp._ND2,s__Clostridium_sp._ND2,
OTU_2434,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__Clostridium_sp._PPf35E6,s__Clostridium_sp._PPf35E6,
OTU_2435,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__Clostridium_sp._R6,s__Clostridium_sp._R6,
OTU_2436,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__Clostridium_sp._SH-C10,s__Clostridium_sp._SH-C10,
OTU_2437,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__Clostridium_sp._SK-Y3,s__Clostridium_sp._SK-Y3,
OTU_2438,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__Clostridium_sp._SL-2013-71,s__Clostridium_sp._SL-2013-71,
OTU_2439,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__Clostridium_sp._SN17,s__Clostridium_sp._SN17,
OTU_2440,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__Clostridium_sp._strain_P2,s__Clostridium_sp._strain_P2,
OTU_2441,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__Clostridium_sp._strain_S6,s__Clostridium_sp._strain_S6,
OTU_2442,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__Clostridium_sp._SW003,s__Clostridium_sp._SW003,
OTU_2443,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__Clostridium_sp._SY8519,s__Clostridium_sp._SY8519,
OTU_2444,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__Clostridium_sp._TB5,s__Clostridium_sp._TB5,
OTU_2445,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__Clostridium_sp._TW14,s__Clostridium_sp._TW14,
OTU_2446,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__Clostridium_sp._VKM_B-2279,s__Clostridium_sp._VKM_B-2279,
OTU_2447,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__Clostridium_sp._W14A,s__Clostridium_sp._W14A,
OTU_2448,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__Clostridium_sp._XB90,s__Clostridium_sp._XB90,
OTU_2449,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__Clostridium_tarantellae,s__Clostridium_tarantellae,
OTU_2450,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__Clostridium_tetani,s__Clostridium_tetani,
OTU_2451,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__Clostridium_ventriculi,s__Clostridium_ventriculi,
OTU_2452,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__Clostridium_vincentii,s__Clostridium_vincentii,
OTU_2453,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Falcatimonas,s__Falcatimonas_natans,s__Falcatimonas_natans,
OTU_2454,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Fonticella,s__,,
OTU_2455,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Fonticella,s__Fonticella_tunisiensis,s__Fonticella_tunisiensis,
OTU_2456,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Haloimpatiens,s__,,
OTU_2457,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Hathewaya,s__,,
OTU_2458,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Hungatella,s__,,
OTU_2459,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Hungatella,s__Hungatella_hathewayi,s__Hungatella_hathewayi,
OTU_2460,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Inediibacterium,s__Inediibacterium_massiliense,s__Inediibacterium_massiliense,
OTU_2461,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Lactonifactor,s__,,
OTU_2462,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Lactonifactor,s__Lactonifactor_longoviformis,s__Lactonifactor_longoviformis,
OTU_2463,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Lactonifactor,s__Lactonifactor_sp._Marseille-P3743,s__Lactonifactor_sp._Marseille-P3743,
OTU_2464,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Lutispora,s__,,
OTU_2465,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Lutispora,s__Lutispora_thermophila,s__Lutispora_thermophila,
OTU_2466,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Massilioclostridium,s__,,
OTU_2467,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Massilioclostridium,s__Massilioclostridium_coli,s__Massilioclostridium_coli,
OTU_2468,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Mordavella,s__,,
OTU_2469,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Mordavella,s__Mordavella_massiliensis,s__Mordavella_massiliensis,
OTU_2470,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Natronincola,s__,,
OTU_2471,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Oceanirhabdus,s__,,
OTU_2472,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Oxobacter,s__,,
OTU_2473,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Paramaledivibacter,s__,,
OTU_2474,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Proteiniclasticum,s__,,
OTU_2475,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Proteiniclasticum,s__Proteiniclasticum_ruminis,s__Proteiniclasticum_ruminis,
OTU_2476,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Sarcina,s__,,
OTU_2477,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Thermobrachium,s__,,
OTU_2478,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Thermohalobacter,s__Thermohalobacter_berrensis,s__Thermohalobacter_berrensis,
OTU_2479,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Tindallia,s__,,
OTU_2480,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales_Family_XII._Incertae_Sedis,g__,s__,,
OTU_2481,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales_Family_XII._Incertae_Sedis,g__Acidaminobacter,s__,,
OTU_2482,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales_Family_XII._Incertae_Sedis,g__Fusibacter,s__,,
OTU_2483,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales_Family_XII._Incertae_Sedis,g__Guggenheimella,s__,,
OTU_2484,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales_Family_XII._Incertae_Sedis,g__Guggenheimella,s__Guggenheimella_bovis,s__Guggenheimella_bovis,
OTU_2485,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales_Family_XIII._Incertae_Sedis,g__,s__,,
OTU_2486,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales_Family_XIII._Incertae_Sedis,g__,s__[Eubacterium]_brachy,s__[Eubacterium]_brachy,
OTU_2487,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales_Family_XIII._Incertae_Sedis,g__,s__[Eubacterium]_saphenum,s__[Eubacterium]_saphenum,
OTU_2488,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales_Family_XIII._Incertae_Sedis,g__,s__[Eubacterium]_sulci,s__[Eubacterium]_sulci,
OTU_2489,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales_Family_XIII._Incertae_Sedis,g__,s__Clostridiales_bacterium_S5-A14a,s__Clostridiales_bacterium_S5-A14a,
OTU_2490,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales_Family_XIII._Incertae_Sedis,g__Anaerovorax,s__,,
OTU_2491,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales_Family_XIII._Incertae_Sedis,g__Anaerovorax,s__Anaerovorax_odorimutans,s__Anaerovorax_odorimutans,
OTU_2492,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales_Family_XIII._Incertae_Sedis,g__Anaerovorax,s__Anaerovorax_sp._E109,s__Anaerovorax_sp._E109,
OTU_2493,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales_Family_XIII._Incertae_Sedis,g__Congobacterium,s__Congobacterium_massiliense,s__Congobacterium_massiliense,
OTU_2494,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales_Family_XIII._Incertae_Sedis,g__Emergencia,s__,,
OTU_2495,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales_Family_XIII._Incertae_Sedis,g__Emergencia,s__Emergencia_timonensis,s__Emergencia_timonensis,
OTU_2496,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales_Family_XIII._Incertae_Sedis,g__Ihubacter,s__,,
OTU_2497,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales_Family_XIII._Incertae_Sedis,g__Ihubacter,s__Ihubacter_massiliensis,s__Ihubacter_massiliensis,
OTU_2498,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales_Family_XIII._Incertae_Sedis,g__Mobilibacterium,s__,,
OTU_2499,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales_Family_XIII._Incertae_Sedis,g__Mobilibacterium,s__Mobilibacterium_massiliense,s__Mobilibacterium_massiliense,
OTU_2500,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales_Family_XIII._Incertae_Sedis,g__Mobilibacterium,s__Mobilibacterium_timonense,s__Mobilibacterium_timonense,
OTU_2501,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales_Family_XIII._Incertae_Sedis,g__Mogibacterium,s__,,
OTU_2502,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales_Family_XIII._Incertae_Sedis,g__Mogibacterium,s__Mogibacterium_timidum,s__Mogibacterium_timidum,
OTU_2503,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Defluviitaleaceae,g__,s__,,
OTU_2504,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Defluviitaleaceae,g__Defluviitalea,s__,,
OTU_2505,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Defluviitaleaceae,g__Vallitalea,s__,,
OTU_2506,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__,s__,,
OTU_2507,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__,s__Eubacteriaceae_bacterium_CHKCI004,s__Eubacteriaceae_bacterium_CHKCI004,
OTU_2508,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__,s__Eubacteriaceae_bacterium_CHKCI005,s__Eubacteriaceae_bacterium_CHKCI005,
OTU_2509,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__,s__Eubacteriaceae_bacterium_DJF_B077,s__Eubacteriaceae_bacterium_DJF_B077,
OTU_2510,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__,s__Eubacteriaceae_bacterium_Marseille-P2510,s__Eubacteriaceae_bacterium_Marseille-P2510,
OTU_2511,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__,s__Eubacteriaceae_bacterium_Marseille-P2843,s__Eubacteriaceae_bacterium_Marseille-P2843,
OTU_2512,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__,s__Eubacteriaceae_oral_clone_P2PB_46_P3,s__Eubacteriaceae_oral_clone_P2PB_46_P3,
OTU_2513,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Acetobacterium,s__,,
OTU_2514,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Acetobacterium,s__Acetobacterium_woodii,s__Acetobacterium_woodii,
OTU_2515,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Alkalibacter,s__,,
OTU_2516,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Alkalibaculum,s__,,
OTU_2517,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Aminicella,s__Aminicella_lysinilytica,s__Aminicella_lysinilytica,
OTU_2518,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Anaerofustis,s__,,
OTU_2519,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Anaerofustis,s__Anaerofustis_sp._DJF_B256,s__Anaerofustis_sp._DJF_B256,
OTU_2520,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Anaerofustis,s__Anaerofustis_sp._Marseille-P2441,s__Anaerofustis_sp._Marseille-P2441,
OTU_2521,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Eubacterium,s__,,
OTU_2522,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Eubacterium,s__[Eubacterium]_cellulosolvens,s__[Eubacterium]_cellulosolvens,
OTU_2523,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Eubacterium,s__[Eubacterium]_eligens,s__[Eubacterium]_eligens,
OTU_2524,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Eubacterium,s__[Eubacterium]_hallii,s__[Eubacterium]_hallii,
OTU_2525,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Eubacterium,s__Eubacterium_coprostanoligenes,s__Eubacterium_coprostanoligenes,
OTU_2526,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Eubacterium,s__Eubacterium_limosum,s__Eubacterium_limosum,
OTU_2527,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Eubacterium,s__Eubacterium_oxidoreducens,s__Eubacterium_oxidoreducens,
OTU_2528,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Eubacterium,s__Eubacterium_plexicaudatum,s__Eubacterium_plexicaudatum,
OTU_2529,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Eubacterium,s__Eubacterium_pyruvativorans,s__Eubacterium_pyruvativorans,
OTU_2530,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Eubacterium,s__Eubacterium_ramulus,s__Eubacterium_ramulus,
OTU_2531,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Eubacterium,s__Eubacterium_rangiferina,s__Eubacterium_rangiferina,
OTU_2532,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Eubacterium,s__Eubacterium_ruminantium,s__Eubacterium_ruminantium,
OTU_2533,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Eubacterium,s__Eubacterium_sp._1-5,s__Eubacterium_sp._1-5,
OTU_2534,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Eubacterium,s__Eubacterium_sp._14-2,s__Eubacterium_sp._14-2,
OTU_2535,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Eubacterium,s__Eubacterium_sp._68-3-10,s__Eubacterium_sp._68-3-10,
OTU_2536,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Eubacterium,s__Eubacterium_sp._AB3007,s__Eubacterium_sp._AB3007,
OTU_2537,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Eubacterium,s__Eubacterium_sp._cL-10-1-3,s__Eubacterium_sp._cL-10-1-3,
OTU_2538,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Eubacterium,s__Eubacterium_sp._Marseille-P3202,s__Eubacterium_sp._Marseille-P3202,
OTU_2539,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Eubacterium,s__Eubacterium_sp._oral_clone_BU014,s__Eubacterium_sp._oral_clone_BU014,
OTU_2540,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Eubacterium,s__Eubacterium_sp._oral_clone_DO008,s__Eubacterium_sp._oral_clone_DO008,
OTU_2541,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Eubacterium,s__Eubacterium_sp._oral_clone_FX028,s__Eubacterium_sp._oral_clone_FX028,
OTU_2542,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Eubacterium,s__Eubacterium_sp._oral_clone_GI038,s__Eubacterium_sp._oral_clone_GI038,
OTU_2543,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Eubacterium,s__Eubacterium_sp._oral_clone_JH012,s__Eubacterium_sp._oral_clone_JH012,
OTU_2544,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Eubacterium,s__Eubacterium_sp._oral_clone_JS001,s__Eubacterium_sp._oral_clone_JS001,
OTU_2545,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Eubacterium,s__Eubacterium_sp._SB2,s__Eubacterium_sp._SB2,
OTU_2546,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Eubacterium,s__Eubacterium_uniforme,s__Eubacterium_uniforme,
OTU_2547,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Eubacterium,s__Eubacterium_xylanophilum,s__Eubacterium_xylanophilum,
OTU_2548,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Garciella,s__,,
OTU_2549,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Intestinibacillus,s__Intestinibacillus_massiliensis,s__Intestinibacillus_massiliensis,
OTU_2550,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Irregularibacter,s__,,
OTU_2551,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Irregularibacter,s__Irregularibacter_muris,s__Irregularibacter_muris,
OTU_2552,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Pseudoramibacter,s__,,
OTU_2553,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Pseudoramibacter,s__Pseudoramibacter_sp._NF3,s__Pseudoramibacter_sp._NF3,
OTU_2554,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Gracilibacteraceae,g__,s__,,
OTU_2555,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Gracilibacteraceae,g__Gracilibacter,s__,,
OTU_2556,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Heliobacteriaceae,g__,s__,,
OTU_2557,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Heliobacteriaceae,g__Heliorestis,s__,,
OTU_2558,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__,s__,,
OTU_2559,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__,s__[Eubacterium]_rectale,s__[Eubacterium]_rectale,
OTU_2560,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__,s__Lachnospiraceae_bacterium,s__Lachnospiraceae_bacterium,
OTU_2561,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__,s__Lachnospiraceae_bacterium_1_4_56FAA,s__Lachnospiraceae_bacterium_1_4_56FAA,
OTU_2562,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__,s__Lachnospiraceae_bacterium_10-1,s__Lachnospiraceae_bacterium_10-1,
OTU_2563,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__,s__Lachnospiraceae_bacterium_19gly4,s__Lachnospiraceae_bacterium_19gly4,
OTU_2564,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__,s__Lachnospiraceae_bacterium_28-4,s__Lachnospiraceae_bacterium_28-4,
OTU_2565,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__,s__Lachnospiraceae_bacterium_3-1,s__Lachnospiraceae_bacterium_3-1,
OTU_2566,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__,s__Lachnospiraceae_bacterium_3-2,s__Lachnospiraceae_bacterium_3-2,
OTU_2567,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__,s__Lachnospiraceae_bacterium_A4,s__Lachnospiraceae_bacterium_A4,
OTU_2568,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__,s__Lachnospiraceae_bacterium_AC2029,s__Lachnospiraceae_bacterium_AC2029,
OTU_2569,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__,s__Lachnospiraceae_bacterium_AC2031,s__Lachnospiraceae_bacterium_AC2031,
OTU_2570,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__,s__Lachnospiraceae_bacterium_AC3007,s__Lachnospiraceae_bacterium_AC3007,
OTU_2571,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__,s__Lachnospiraceae_bacterium_AD3010,s__Lachnospiraceae_bacterium_AD3010,
OTU_2572,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__,s__Lachnospiraceae_bacterium_AT6,s__Lachnospiraceae_bacterium_AT6,
OTU_2573,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__,s__Lachnospiraceae_bacterium_BTY6,s__Lachnospiraceae_bacterium_BTY6,
OTU_2574,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__,s__Lachnospiraceae_bacterium_CA4,s__Lachnospiraceae_bacterium_CA4,
OTU_2575,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__,s__Lachnospiraceae_bacterium_canine_oral_taxon_036,s__Lachnospiraceae_bacterium_canine_oral_taxon_036,
OTU_2576,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__,s__Lachnospiraceae_bacterium_canine_oral_taxon_037,s__Lachnospiraceae_bacterium_canine_oral_taxon_037,
OTU_2577,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__,s__Lachnospiraceae_bacterium_canine_oral_taxon_099,s__Lachnospiraceae_bacterium_canine_oral_taxon_099,
